cardname,cardq,cardid,cardrarity,cardcondition,card_edition,cardset,cardcode
Crystal Beacon,3,95326659,Common,M,Unlimited,Force of the Breaker,FOTB-EN032
Crystal Beast Amber Mammoth,3,69937550,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN094
Crystal Beast Amethyst Cat,3,32933942,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN093
Crystal Beast Cobalt Eagle,3,21698716,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN097
Crystal Beast Emerald Tortoise,3,68215963,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN095
Crystal Beast Ruby Carbuncle,3,32710364,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN092
Crystal Beast Sapphire Pegasus,3,7093411,Common,M,Unlimited,Ra Yellow Mega Pack,RYMP-EN046
Crystal Beast Topaz Tiger,3,95600067,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN096
Crystal Blessing,3,35486099,Common,M,Unlimited,Force of the Breaker,FOTB-EN034
Crystal Conclave,3,87259933,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN070
Crystal Keeper,3,14469229,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN066
Crystal Master,3,87475570,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN065
Crystal Pair,3,47121070,Common,M,Unlimited,Legendary Collection 2,LCGX-EN172
Crystal Promise,3,8275702,Common,M,Unlimited,Force of the Breaker,FOTB-EN036
Crystal Raigeki,3,96331676,Common,M,Unlimited,Force of the Breaker,FOTB-EN048
Crystal Release,3,10004783,Common,M,Unlimited,Ra Yellow Mega Pack,RYMP-EN054
Crystal Rose,3,79531196,Common,M,Unlimited,Star Pack - Battle Royal,SP17-EN021
Crystal Seer,3,82099401,Common,M,Unlimited,Structure Deck: Spellcaster's Command,SDSC-EN017
Crystal Tree,3,47408488,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN108
Crystolic Potential,3,3576031,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN153
Crystron Entry,3,52176579,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN160
Crystron Impact,3,99274184,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN161
Crystron Prasiortle,3,56049970,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN137
Crystron Rion,3,66938505,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN187
Crystron Rosenix,3,55326322,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN140
Crystron Smiger,3,83443619,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN138
Crystron Thystvern,3,29838323,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN139
Cu Chulainn the Awakened,3,10789972,Common,M,Unlimited,Strike of Neos,STON-EN033
Cuben,3,17530001,Common,M,Unlimited,Shining Victories,SHVI-EN090
Cunning of the Six Samurai,3,27178262,Common,M,Unlimited,Ra Yellow Mega Pack,RYMP-EN109
Cup of Ace,3,37812118,Common,M,Unlimited,Light of Destruction,LODT-EN050
Cupid Dunk,3,69526976,Common,M,Unlimited,Dark Neostorm,DANE-EN028
Cupid Fore,3,35960413,Common,M,Unlimited,Phantom Rage,PHRA-EN028
Cupid Pitch,3,21915012,Common,M,Unlimited,Burst of Destiny,BODE-EN046
Cupid Serve,3,1566817,Common,M,Unlimited,Ignition Assault,IGAS-EN033
Cupid Volley,3,11851647,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN024
Cure Mermaid,3,85802526,Common,M,Unlimited,Dark Beginning 1,DB1-EN237
Curse of Aging,3,41398771,Common,M,Unlimited,Pharaonic Guardian,PGD-094
Curse of Anubis,3,66742250,Common,M,Unlimited,Structure Deck: Dragon's Roar,SD1-EN028
Curse of Darkness,3,84970821,Common,M,Unlimited,Structure Deck: Lair of Darkness,SR06-EN039
Curse of Dragon,3,28279543,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENA03
"Curse of Dragon, the Cursed Dragon",3,61525276,Common,M,Unlimited,Rise of the Duelist,ROTD-EN002
Curse of Royal,3,2926176,Common,M,Unlimited,Dark Beginning 2,DB2-EN241
Curse of the Masked Beast,3,94377247,Common,M,Unlimited,Duelist Pack: Battle City,DPBC-EN032
Curse of the Shadow Prison,3,81788994,Common,M,Unlimited,Duelist Alliance,DUEA-EN060
Cursed Armaments,3,98867329,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN159
Cursed Bamboo Sword,3,42199039,Common,M,Unlimited,The New Challengers,NECH-EN068
Cursed Bill,3,46967601,Common,M,Unlimited,Starstrike Blast,STBL-EN059
Cursed Fig,3,18489208,Common,M,Unlimited,Crossroads of Chaos,CSOC-EN028
Cursed Seal of the Forbidden Spell,3,58851034,Common,M,Unlimited,Astral Pack 6,AP06-EN028
Curtain of the Dark Ones,3,22026707,Common,M,Unlimited,Astral Pack 3,AP03-EN014
Cyber Angel Benten,1,77235086,Common,M,Unlimited,Legendary Duelists: Sisters of the Rose,LED4-EN018
Cyber Angel Dakini,3,39618799,Common,M,Unlimited,Legendary Duelists: Sisters of the Rose,LED4-EN020
Cyber Angel Idaten,3,3629090,Common,M,Unlimited,Legendary Duelists: Sisters of the Rose,LED4-EN019
Cyber Angel Izana,3,91668401,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN091
Cyber Angel Vrash,3,78316184,Common,M,Unlimited,Duelist Pack: Dimensional Guardians,DPDG-EN013
Cyber Archfiend,3,59907935,Common,M,Unlimited,Cybernetic Revolution,CRV-EN019
Cyber Dinosaur,3,39439590,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN009
Cyber Dragon,3,70095154,Common,M,Unlimited,Starter Deck: Saber Force,YS15-ENF05
Cyber Dragon Core,3,23893227,Common,M,Unlimited,OTS Tournament Pack 2,OP02-EN018
Cyber Dragon Drei,3,59281922,Common,M,Unlimited,Legendary Duelists: White Dragon Abyss,LED3-EN020
Cyber Dragon Nachster,3,1142880,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN007
Cyber Dragon Nova,3,58069384,Common,M,Unlimited,OTS Tournament Pack 1,OP01-EN021
Cyber Dragon Sieger,3,46724542,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN034
Cyber Dragon Vier,3,29975188,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN014
Cyber Dragon Zwei,3,5373478,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN004
Cyber Egg Angel,3,28053106,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN090
Cyber Eltanin,3,33093439,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN010
Cyber Emergency,3,60600126,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN025
Cyber End Dragon,3,1546123,Common,M,Unlimited,Legendary Duelists: White Dragon Abyss,LED3-EN017
Cyber Eternal,3,32768230,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN022
Cyber Gymnast,3,76763417,Common,M,Unlimited,Enemy of Justice,EOJ-EN006
Cyber Harpie Lady,3,80316585,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN173
Cyber Kirin,3,76986005,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN188
Cyber Larva,3,35050257,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN007
Cyber Network,3,12670770,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN029
Cyber Ogre,3,64268668,Common,M,Unlimited,Cyberdark Impact,CDIP-EN004
Cyber Ouroboros,3,30042158,Common,M,Unlimited,Phantom Darkness,PTDN-EN011
Cyber Petit Angel,3,76103404,Common,M,Unlimited,Legendary Duelists: Sisters of the Rose,LED4-EN017
Cyber Pharos,3,29719112,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN010
Cyber Phoenix,3,3370104,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN020
Cyber Prima,3,2158562,Common,M,Unlimited,Duelist Pack: Dimensional Guardians,DPDG-EN009
Cyber Raider,3,39978267,Common,M,Unlimited,Battle Pack 2: War of the Giants: Round 2,BPW2-EN008
Cyber Repair Plant,3,86686671,Common,M,Unlimited,Legendary Duelists: White Dragon Abyss,LED3-EN021
Cyber Saurus,3,89112729,Common,M,Unlimited,OTS Tournament Pack 16,OP16-EN014
Cyber Shadow Gardna,3,90440725,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB21
Cyber Shark,3,32393580,Common,M,Unlimited,Astral Pack 1,AP01-EN016
Cyber Shield,3,63224564,Common,M,Unlimited,Speed Duel Decks: Duelists of Tomorrow,SS02-ENC12
Cyber Soldier of Darkworld,3,75559356,Common,M,Unlimited,Tournament Pack 1,TP1-028
Cyber Summon Blaster,3,63477921,Common,M,Unlimited,Structure Deck: Mechanized Madness,SR10-EN035
Cyber Tutu,3,49375719,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN185
Cyber Tutubon,3,42600274,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN178
Cyber Twin Dragon,3,74157028,Common,M,Unlimited,Duel Terminal 3,DT03-EN085
Cyber Valley,3,3657444,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN011
Cyber-Tech Alligator,3,48766543,Common,M,Unlimited,5D's Starter Deck 2009,5DS2-EN003
Cyberdark Cannon,3,45078193,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN034
Cyberdark Claw,3,82562802,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN035
Cyberdark Dragon,3,40418351,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN045
Cyberdark Edge,3,77625948,Common,M,Unlimited,Duel Terminal 4,DT04-EN053
Cyberdark Horn,3,41230939,Common,M,Unlimited,Duel Terminal 4,DT04-EN002
Cyberdark Impact!,3,80033124,Common,M,Unlimited,Duel Terminal 5,DT05-EN094
Cyberdark Inferno,3,44352516,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN039
Cyberdark Invasion,3,1157683,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN034
Cyberdark Keel,3,3019642,Common,M,Unlimited,Duel Terminal 5,DT05-EN002
Cyberdarkness Dragon,3,18967507,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN037
Cyberload Fusion,3,55704856,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN026
Cybernetic Cyclopean,3,96428622,Common,M,Unlimited,Starter Deck: Jaden Yuki,YSDJ-EN020
Cybernetic Fusion Support,3,58199906,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN042
Cybernetic Hidden Technology,3,92773018,Common,M,Unlimited,Phantom Darkness,PTDN-EN069
Cybernetic Magician,3,59023523,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN139
Cybernetic Overflow,3,82428674,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN073
Cybernetic Revolution,3,18597560,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN035
Cybernetic Zone,3,47295267,Common,M,Unlimited,Phantom Darkness,PTDN-EN052
Cybersal Cyclone,3,37007105,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN033
Cyberse Accelerator,3,89238128,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN241
Cyberse Beacon,3,91269402,Common,M,Unlimited,Circuit Break,CIBR-EN067
Cyberse Converter,3,14505685,Common,M,Unlimited,Savage Strike,SAST-EN092
Cyberse Gadget,3,645087,Common,M,Unlimited,Structure Deck: Powercode Link,SDPL-EN009
Cyberse Integrator,3,25200959,Common,M,Unlimited,Savage Strike,SAST-EN043
Cyberse Reminder,3,56337500,Common,M,Unlimited,Dark Neostorm,DANE-EN040
Cyberse Wicckid,3,52698008,Common,M,Unlimited,Savage Strike,SAST-EN044
Cyberse Wizard,3,36033786,Common,M,Unlimited,Star Pack VRAINS,SP18-EN003
Cyborg Doctor,3,51020079,Common,M,Unlimited,Ancient Prophecy,ANPR-EN032
Cycle of the World,3,32828635,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN056
Cyclon Laser,3,5494820,Common,M,Unlimited,Dark Beginning 2,DB2-EN028
Cyclone Blade,3,22147147,Common,M,Unlimited,Duelist Pack 5: Aster Phoenix,DP05-EN018
Cyclone Boomerang,3,29612557,Common,M,Unlimited,Duelist Pack 3: Jaden Yuki 2,DP03-EN015
Cycroid,3,45945685,Common,M,Unlimited,Cybernetic Revolution,CRV-EN001
Cynet Cascade,3,4433488,Common,M,Unlimited,Burst of Destiny,BODE-EN099
Cynet Crosswipe,3,77449773,Common,M,Unlimited,Burst of Destiny,BODE-EN096
Cynet Fusion,3,65801012,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN193
Cynet Refresh,3,36368606,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN214
Cynet Regression,3,19943114,Common,M,Unlimited,Starter Deck: Codebreaker,YS18-EN033
Cynet Ritual,3,34767865,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN113
Cynet Storm,3,42461852,Common,M,Unlimited,Structure Deck: Powercode Link,SDPL-EN021
Cynet Universe,3,61583217,Common,M,Unlimited,Starter Deck: Link Strike,YS17-EN021
D - Chain,3,43405287,Common,M,Unlimited,Duelist Pack 5: Aster Phoenix,DP05-EN028
D - Counter,3,8698851,Common,M,Unlimited,Legendary Collection 2,LCGX-EN153
D - Formation,3,74329404,Common,M,Unlimited,Light of Destruction,LODT-EN048
D - Fortune,3,9201964,Common,M,Unlimited,Light of Destruction,LODT-EN066
D - Shield,3,62868900,Common,M,Unlimited,Enemy of Justice,EOJ-EN054
D - Spirit,3,89899996,Common,M,Unlimited,Duelist Pack 5: Aster Phoenix,DP05-EN017
D - Time,3,99075257,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN233
D Cubed,3,99357565,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENA14
D-Fusion,3,26841274,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENA30
D. Human,3,81057959,Common,M,Unlimited,Starter Deck: Kaiba,SDK-030
D. Tribe,3,2833249,Common,M,Unlimited,Pharaonic Guardian,PGD-102
D.3.S. Frog,3,9910360,Common,M,Unlimited,Shadow of Infinity,SOI-EN036
D.D. Assailant,3,70074904,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN017
D.D. Assault Carrier,3,56790702,Common,M,Unlimited,Burst of Destiny,BODE-EN082
D.D. Borderline,3,60912752,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN040
D.D. Crazy Beast,3,48148828,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN074
D.D. Crow,3,24508238,Common,M,Unlimited,Duel Terminal 5,DT05-EN003
D.D. Dynamite,3,8628798,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN035
D.D. Esper Star Sparrow,3,80208158,Common,M,Unlimited,Battle Pack 2: War of the Giants: Round 2,BPW2-EN056
D.D. Guide,3,52702748,Common,M,Unlimited,Shadow of Infinity,SOI-EN014
D.D. Patrol Plane,3,75991479,Common,M,Unlimited,Chaos Impact,CHIM-EN028
D.D. Scout Plane,3,3773196,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN011
D.D. Seeker,3,89015998,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN189
D.D. Sprite,3,16638212,Common,M,Unlimited,Structure Deck: Wave of Light,SR05-EN023
D.D. Survivor,3,48092532,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN014
D.D. Trainer,3,86498013,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN217
D.D. Trap Hole,3,5606466,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN275
D.D. Warrior,3,37043180,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN006
D.D. Warrior Lady,3,7572887,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN010
D.D.D. - Different Dimension Derby,3,76552147,Common,M,Unlimited,Dawn of Majesty,DAMA-EN085
D.D.R. - Different Dimension Reincarnation,3,9622164,Common,M,Unlimited,Turbo Pack Booster One Pack,TU01-EN020
D/D Ark,3,36614113,Common,M,Unlimited,Rise of the Duelist,ROTD-EN084
D/D Cerberus,3,39153655,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN007
D/D Evil,3,55415564,Common,M,Unlimited,Rise of the Duelist,ROTD-EN085
D/D Ghost,3,33334269,Common,M,Unlimited,Maximum Crisis,MACR-EN015
D/D Lilith,3,12822541,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN008
D/D Necro Slime,3,72291412,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN115
D/D Nighthowl,3,48210156,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN009
D/D Pandora,3,32146097,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN057
D/D Proud Chevalier,3,17979378,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN015
D/D Proud Ogre,3,81571633,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN014
D/D Recruits,3,8643186,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN033
D/D Reroll,3,71069715,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN032
D/D Savant Copernicus,3,46796664,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN003
D/D Savant Galilei,3,74605254,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN010
D/D Savant Kepler,3,11609969,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN011
D/D Savant Newton,3,19302550,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN002
D/D Savant Nikola,3,46035545,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN066
D/D Swirl Slime,3,45206713,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN114
D/D Vice Typhon,3,59123937,Common,M,Unlimited,Code of the Duelist,COTD-EN017
D/D/D Contract Change,3,811734,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN154
D/D/D Doom King Armageddon,3,47198668,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN006
D/D/D Duo-Dawn King Kali Yuga,3,15939229,Common,M,Unlimited,Star Pack - Battle Royal,SP17-EN045
D/D/D Flame High King Genghis,3,16006416,Common,M,Unlimited,Soul Fusion,SOFU-EN095
D/D/D Human Resources,3,72648577,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN034
D/D/D Oblivion King Abyss Ragnarok,3,74069667,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN012
D/D/D Oracle King d'Arc,3,82956492,Starfoil Rare,M,Unlimited,Star Pack - Battle Royal,SP17-EN040
D/D/D Super Doom King Purple Armageddon,3,84569886,Common,M,Unlimited,Soul Fusion,SOFU-EN096
D/D/D Supersight King Zero Maxwell,3,76029419,Common,M,Unlimited,Lightning Overdrive,LIOV-EN095
D/D/D Supreme King Kaiser,3,44186624,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN013
D/D/D Wave King Caesar,3,3758046,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN043
Dai Dance,3,50696588,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN220
Dai-sojo of the Ice Barrier,3,41090784,Common,M,Unlimited,Structure Deck: Freezing Chains,SDFC-EN014
Damage Condenser,3,28378427,Common,M,Unlimited,Duel Terminal 3,DT03-EN048
Damage Diet,3,95448692,Common,M,Unlimited,Photon Shockwave,PHSW-EN065
Damage Eater,3,60741115,Common,M,Unlimited,Duelist Revolution,DREV-EN004
Damage Gate,3,87106146,Common,M,Unlimited,Starter Deck: Kaiba Reloaded,YSKR-EN048
Damage Mage,3,50613779,Common,M,Unlimited,Return of the Duelist,REDU-EN002
Damage Translation,3,35268887,Common,M,Unlimited,Ancient Prophecy,ANPR-EN071
Damage Vaccine Omega MAX,3,98535702,Common,M,Unlimited,Generation Force,GENF-EN066
Dance Princess of the Ice Barrier,3,59546528,Common,M,Unlimited,Structure Deck: Freezing Chains,SDFC-EN013
Dances with Beasts,3,33298291,Common,M,Unlimited,Chaos Impact,CHIM-EN097
Dancing Elf,3,59983499,Common,M,Unlimited,Tournament Pack 2,TP2-016
Dancing Fairy,3,90925163,Common,M,Unlimited,Dark Beginning 1,DB1-EN236
Dandylion,0,15341821,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN077
Danger! Chupacabra!,3,16209941,Common,M,Unlimited,Structure Deck: Sacred Beasts,SDSA-EN018
Danger! Disturbance! Disorder!,3,23213239,Common,M,Unlimited,Burst of Destiny,BODE-EN097
Danger! Feets of Strength!,3,83928661,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN086
Dangerous Machine Type-6,3,76895648,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN072
Danipon,3,48588176,Common,M,Unlimited,Order of Chaos,ORCS-EN091
Danmari @Ignister,3,66192538,Common,M,Unlimited,Lightning Overdrive,LIOV-EN011
"Dante, Traveler of the Burning Abyss",3,83531441,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENC39
Dark Angel,3,28593329,Common,M,Unlimited,Circuit Break,CIBR-EN005
Dark Armed Dragon,3,65192027,Common,M,Unlimited,Structure Deck: Dragons Collide,SDDC-EN012
Dark Artist,3,72520073,Common,M,Unlimited,Legacy of the Valiant,LVAL-EN090
Dark Assailant,3,41949033,Common,M,Unlimited,Starter Deck: Kaiba,SDK-015
Dark Balter the Terrible,3,80071763,Common,M,Unlimited,Tournament Pack 6,TP6-EN010
Dark Beckoning Beast,3,81034083,Common,M,Unlimited,Structure Deck: Sacred Beasts,SDSA-EN003
Dark Blade,3,11321183,Common,M,Unlimited,Demo Pack,DEM1-EN002
Dark Bribe,3,77538567,Common,M,Unlimited,Structure Deck: Gates of the Underworld,SDGU-EN039
Dark Calling,3,12071500,Common,M,Unlimited,Legendary Duelists: Immortal Destiny,LED5-EN022
Dark Cat with White Tail,3,8634636,Common,M,Unlimited,Magician's Force,MFC-083
Dark Catapulter,3,33875961,Common,M,Unlimited,Duelist Pack 1: Jaden Yuki,DP1-EN008
Dark City,3,53527835,Common,M,Unlimited,Duelist Pack 5: Aster Phoenix,DP05-EN019
Dark Coffin,3,1804528,Common,M,Unlimited,Dark Beginning 2,DB2-EN244
Dark Contract with Errors,3,37209439,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN036
Dark Contract with the Gate,3,46372010,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN024
Dark Contract with the Swamp King,3,73360025,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN025
Dark Contract with the Witch,3,9765723,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN035
Dark Contract with the Yamimakai,3,45974017,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN023
Dark Core,3,70231910,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN023
Dark Crusader,3,91596726,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN035
Dark Deal,3,65824822,Common,M,Unlimited,Structure Deck: Gates of the Underworld,SDGU-EN036
Dark Designator,3,78053598,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN027
Dark Doriado,3,62312469,Common,M,Unlimited,Breakers of Shadow,BOSH-EN035
Dark Dragon Ritual,3,18803791,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN070
Dark Driceratops,3,65287621,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN150
